Organism_name	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin	Prothionamide	Ethionamide	URL
SAMEA2534916	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534806	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535174	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533587	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534457	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534490	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534586	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533839	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533778	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533399	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534302	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533429	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533430	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533928	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534348	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534226	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534305	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534414	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535020	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534127	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533462	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533812	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533345	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535040	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534652	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534758	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533696	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534205	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533993	R	R	R	No result	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534859	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533548	R	R	S	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534590	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535362	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534218	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533724	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534076	R	R	R	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534943	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534486	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533432	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534164	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533742	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534545	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533527	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533515	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535261	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534771	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534542	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534318	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534331	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534789	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534716	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535107	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534893	R	R	R	No result	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534761	R	R	S	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534268	R	R	R	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534290	R	R	R	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534058	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534644	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534847	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534104	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534088	R	R	S	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534152	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534815	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534444	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534236	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533370	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533397	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534015	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533628	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534417	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533859	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533738	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534039	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534566	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535315	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533618	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533894	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533393	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535170	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534574	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534341	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533710	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535231	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534030	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535287	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534831	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534804	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533764	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534580	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534908	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533856	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533440	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533379	R	R	R	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533776	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533463	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533615	R	R	R	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534711	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534324	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533357	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535021	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533518	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535191	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533493	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533851	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533715	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533410	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534257	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534254	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534952	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534200	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533443	R	R	S	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533513	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533941	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533898	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533365	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535200	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534005	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534091	R	R	S	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534780	R	R	R	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535126	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534365	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535198	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534338	R	R	R	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533409	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533937	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533707	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534162	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534391	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534474	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533902	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533639	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533963	R	R	S	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534945	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533458	R	R	S	R	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534754	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533769	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533668	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533630	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533667	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534198	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2517429	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533581	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534451	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535311	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534134	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533722	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533664	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534873	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534812	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534499	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533748	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535187	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535084	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533480	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534246	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533875	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535295	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534931	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534395	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533382	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535057	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534624	R	R	R	R	R	No result	No result	R	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534593	R	R	R	S	R	No result	No result	S	R	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533377	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534307	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533389	R	R	R	R	R	No result	No result	R	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534864	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
